type_of_reference,primary_title,paper_type,doi,authors,year,abstract,dataset
JOUR,measurement of hand bone mineral density in early rheumatoid arthritis using dual energy x-ray absorptiometry,DXA only,10.1111/j.1756-185X.2010.014,"['Hill, Catherine L', 'Schultz, Christopher G', 'Wu, Rodney', 'Chatterton, Barry E', 'Cleland, Leslie G']",2010,"AIMS: The earliest radiological change in rheumatoid arthritis (RA) is periarticular osteopenia, which occurs prior to the appearance of erosions and clinically apparent deformities. The aim of the study was to measure periarticular bone mineral density (BMD) in the hands of patients with early RA, using dual energy X-ray absorptiomentry (DEXA) and to correlate this with markers of disease activity and radiological progression., METHODS: The study population (n = 50) of patients with RA of < 3 years duration underwent measurement of BMD of the non-dominant hand, femoral neck and lumbar spine and clinical assessment at baseline, 6 and 12 months. Hand radiographs were performed at baseline and 12 months. Thirty age- and sex-matched controls also underwent measurement of BMD of the non-dominant hand, femoral neck and lumbar spine., RESULTS: Hand BMD correlated strongly with sex, height, weight and lumbar and femoral neck BMD in both RA subjects and controls. Baseline hand BMD in RA subjects correlated with baseline serum C-reactive protein (r = -0.36, P = 0.01) and 12-month radiographic score (r = 0.36, P = 0.02). There were small non-significant decreases in hand, femoral neck and lumbar spine BMD over the 12-month period., CONCLUSION: Hand BMD measurement using DEXA is a reproducible, well-tolerated procedure that warrants further investigation as a component of routine assessment in early RA.",ovid
JOUR,measurements of body composition by dual-energy x-ray absorptiometry improve prediction of energy expenditure,DXA only,10.1111/j.1749-6632.2000.tb0,"['Kistorp, C N', 'Toubro, S', 'Astrup, A', 'Svendsen, O L']",2000,"The prediction of energy expenditure by dual-energy X-ray absorptiometry (DXA) and bioimpedance analysis (BIA) was assessed in 35 healthy individuals of both sexes, with a mean body mass index (BMI) of 23.8 kg/m2 (range 18-33.8), and mean age of 30 years (22-40). Energy expenditure (EE) was measured under standard conditions in a respiration chamber, the total and regional body composition by DXA, and total body composition by BIA. When body composition was measured by BIA, 88.5% of the variation in 24-h EE was explained by lean body mass (LBM); this figure was increased by DXA, where total lean tissue mass (LTM) and total fat tissue mass (FTM) could account for 91.5% of the variation. Also, the prediction of resting energy expenditure (REE) was improved by DXA, from 88.1% to 89.8% (LBM vs. LTM, FTM). Measurements of regional body composition showed that trunk LTM was significantly superior as a predictor, especially of REE and sleeping EE (EE sleep), compared to the peripheral LTM; thus, the predictions of REE were 83% vs. 87% (peripheral vs. trunk), respectively; and the predictions of EE sleep were 83% vs. 89% (peripheral vs. trunk), respectively. Therefore, body composition measurements by DXA improved the prediction of EE. Trunk LTM was a superior predictor, especially of REE and EE sleep, compared to peripheral LTM. In conclusion, the present results suggest that measuring total and regional body composition by DXA can somewhat improve the prediction of EE.",ovid
JOUR,measuring body composition in chronic heart failure: a comparison of methods,DXA only,10.1016/j.ejheart.2005.07.00,"['Uszko-Lencer, Nicole H M K', 'Bothmer, Francien', 'van Pol, Petra E J', 'Schols, Annemie M W J']",2006,"AIMS: Fat-free mass (FFM) is increasingly recognized as a systemic marker of disease severity in chronic organ failure and is an important target for physiologic and pharmacologic interventions to improve functional status. The aim of this study was therefore to evaluate two clinical methods to assess FFM in patients with chronic heart failure (CHF) using deuterium dilution (DEU) as reference and bromide dilution to assess the ratio between intracellular (ICW) and extracellular water (ECW) as potential confounder., METHODS: Body composition was measured with dual-energy X-ray absorptiometry (DXA), bioelectrical impedance analysis (BIA) and DEU in 22 stable patients from our heart failure outpatient clinic and 24 healthy age matched controls., RESULTS: FFM values measured by DXA and DEU in patients (r = 0.92, SEE: 3.1 kg) and controls (r = 0.99, SEE: 1.3 kg) were strongly related. In both patients and controls, the inter method difference increased with higher values of FFM (DXA overestimating DEU). The ICW/ECW ratio was within the normal range and comparable between the groups. In patients, a highly significant correlation coefficient was found (r = 0.93, SEE 2.1 p = 0.01) between total body water (DEU) and height squared/resistance (Ht2/R). On multiple regression next to Ht2/R, body weight was an independent predictor of FFM(DEU) (r = 0.95, SEE 2.5 kg, p<0.001; TBWdeu = 0.528 Ht2/R + (0.182 weight) + 8.277)., CONCLUSION: DXA and DEU are appropriate and interchangeable laboratory methods for assessment of FFM in clinically stable heart failure patients, however, overestimation of FFM(DXA) should be considered. BIA is a suitable clinical alternative for diagnostic purposes.",ovid
JOUR,metabolic bone disease following gastrectomy: assessment by dual energy x-ray absorptiometry,DXA only,10.1002/bjs.1800790413,"['Inoue, K', 'Shiomi, K', 'Higashide, S', 'Kan, N', 'Nio, Y', 'Tobe, T', 'Shigeno, C', 'Konishi, J', 'Okumura, H', 'Yamamuro, T']",1992,"Although disorders in bone metabolism have long been recognized as typical sequelae of gastrectomy, there has until now been no reliable method of providing precise assessment of bone mass, resulting in a variation of reported incidence. In this study, metabolic bone disease was evaluated in a well characterized population: 34 men 2-5 years after gastrectomy; 11 men 6-10 years after gastrectomy; eight men 2-5 years after colonic resection; and 115 healthy men. The age range was 50-69 years. An innovative reliable method of dual energy X-ray absorptiometry was used which allows quantitative assessment of bone mineral content. Measurement of lumbar spine bone mineral density revealed that the mean(s.e.m.) bone mineral density in patients who had had a gastrectomy (2-5 years 0.84(0.03) g/cm2, 6-10 years 0.85(0.05) g/cm2) was significantly lower than that of patients who had undergone colonic resection (0.96(0.04) g/cm2) or healthy men (0.96(0.03) g/cm2). This study demonstrates that a high incidence of bone atrophy is induced at the relatively early period of 2-5 years after gastrectomy.",ovid
GEN,method for diagnosing osteoporosis by a method for defining the dynamics of closing cavity formations in order to assess the effectiveness of using various osteoprotectors,DXA only,,"['Strukov, Villorij Ivanovich', 'Jhones, Olga', 'Krutiakov, Evgenij Nikolaevich', ""Elistratov, Konstantin Gennad'evich""]",,,goog
GEN,method of managing a weight condition in an animal,DXA only,,"['Toll, Philip W', 'Paetau-Robinson, Inke', 'Kirk, Claudia A']",,,goog
JOUR,microarchitectural parameters and bone mineral density in patients with tumour-induced osteomalacia by hr-pqct and dxa,DXA only,10.1111/cen.14533,"['Mendes, Danielle A B', 'Coelho, Maria C A', 'Gehrke, Barbara', 'de Pinho, Leandro K J', 'Cardoso Lima, Luis F', 'Paranhos-Neto, Francisco', 'de Mendonca, Laura M C', 'Farias, M L Fleiuss', 'Madeira, Miguel']",2021,"INTRODUCTION: Tumour-induced osteomalacia (TIO) is a rare paraneoplastic condition characterised by decreased tubular phosphate reabsorption. The purpose of this study is to evaluate bone mineral density (BMD) and microarchitecture in six TIO patients, compared with 18 healthy controls., METHODS: Volumetric BMD and microarchitecture were evaluated by high-resolution peripheral quantitative computed tomography (HR-pQCT), and areal BMD by dual-energy X-ray absorptiometry (DXA). Differences between groups were significant for p < .05., RESULTS: All TIO subjects were healthy until the development of diffuse bone pain and multiple skeletal fractures and deformities. At baseline, sPi and TmPi/GFR were low and patients were on vitamin D and phosphate replacement at the study. Compared with controls, TIO patients had lower aBMD at lumbar spine and hip, and lower vBMD at trabecular, cortical and entire bone, at distal radius (R) and distal tibia (T): trabecular vBMD (R = 118.3 x 177.1; T = 72.3 x 161.3 gHA/cm3 ); cortical vBMD (R = 782.3 x 866.5; T = 789.1 x 900.9 gHA/cm3 ); total region vBMD (R = 234.5 x 317; T = 167.1 x 295.8 gHA/cm3 ). Bone microarchitecture was very heterogeneous among patients and significantly different from controls: lower cortical thickness (R = 0.59 x 0.80; T = 0.90 x 1.31 mm), bone volume-to-total volume ratio (R = 0.09 x 0.14; T = 0.06 x 0.13) and Tb.N (R = 1.46 x 2.10; T = 0.93 x 1.96 mm-1 ) and also higher Tb.Sp (R = 0.70 x 0.41; T = 1.28 x 0.45 mm) and Tb.1/N.SD (R = 0.42 x 0.18; T = 0.87 x 0.20 mm)., CONCLUSION: In this original study of TIO patients, DXA and HR-pQCT evaluation identified lower areal and volumetric BMD and severely impaired microarchitecture at cortical and trabecular bones, which probably contribute to bone fragility and fractures. Copyright © 2021 John Wiley & Sons Ltd.",ovid
JOUR,microstructural parameters of bone evaluated using hr-pqct correlate with the dxa-derived cortical index and the trabecular bone score in a cohort of randomly selected premenopausal women,DXA only,10.1371/journal.pone.0088946,"['Popp, Albrecht W', 'Buffat, Helene', 'Eberli, Ursula', 'Lippuner, Kurt', 'Ernst, Manuela', 'Richards, R Geoff', 'Stadelmann, Vincent A', 'Windolf, Markus']",2014,"BACKGROUND: Areal bone mineral density is predictive for fracture risk. Microstructural bone parameters evaluated at the appendicular skeleton by high-resolution peripheral quantitative computed tomography (HR-pQCT) display differences between healthy patients and fracture patients. With the simple geometry of the cortex at the distal tibial diaphysis, a cortical index of the tibia combining material and mechanical properties correlated highly with bone strength ex vivo. The trabecular bone score derived from the scan of the lumbar spine by dual-energy X-ray absorptiometry (DXA) correlated ex vivo with the micro architectural parameters. It is unknown if these microstructural correlations could be made in healthy premenopausal women., METHODS: Randomly selected women between 20-40 years of age were examined by DXA and HR-pQCT at the standard regions of interest and at customized sub regions to focus on cortical and trabecular parameters of strength separately. For cortical strength, at the distal tibia the volumetric cortical index was calculated directly from HR-pQCT and the areal cortical index was derived from the DXA scan using a Canny threshold-based tool. For trabecular strength, the trabecular bone score was calculated based on the DXA scan of the lumbar spine and was compared with the corresponding parameters derived from the HR-pQCT measurements at radius and tibia., RESULTS: Seventy-two healthy women were included (average age 33.8 years, average BMI 23.2 kg/m(2)). The areal cortical index correlated highly with the volumetric cortical index at the distal tibia (R = 0.798). The trabecular bone score correlated moderately with the microstructural parameters of the trabecular bone., CONCLUSION: This study in randomly selected premenopausal women demonstrated that microstructural parameters of the bone evaluated by HR-pQCT correlated with the DXA derived parameters of skeletal regions containing predominantly cortical or cancellous bone. Whether these indexes are suitable for better predictions of the fracture risk deserves further investigation.",ovid
JOUR,modeling the shape and composition of the human body using dual energy x-ray absorptiometry images,DXA only,10.1371/journal.pone.0175857,"['Shepherd, John A', 'Ng, Bennett K', 'Fan, Bo', 'Schwartz, Ann V', 'Cawthon, Peggy', 'Cummings, Steven R', 'Kritchevsky, Stephen', 'Nevitt, Michael', 'Santanasto, Adam', 'Cootes, Timothy F']",2017,"There is growing evidence that body shape and regional body composition are strong indicators of metabolic health. The purpose of this study was to develop statistical models that accurately describe holistic body shape, thickness, and leanness. We hypothesized that there are unique body shape features that are predictive of mortality beyond standard clinical measures. We developed algorithms to process whole-body dual-energy X-ray absorptiometry (DXA) scans into body thickness and leanness images. We performed statistical appearance modeling (SAM) and principal component analysis (PCA) to efficiently encode the variance of body shape, leanness, and thickness across sample of 400 older Americans from the Health ABC study. The sample included 200 cases and 200 controls based on 6-year mortality status, matched on sex, race and BMI. The final model contained 52 points outlining the torso, upper arms, thighs, and bony landmarks. Correlation analyses were performed on the PCA parameters to identify body shape features that vary across groups and with metabolic risk. Stepwise logistic regression was performed to identify sex and race, and predict mortality risk as a function of body shape parameters. These parameters are novel body composition features that uniquely identify body phenotypes of different groups and predict mortality risk. Three parameters from a SAM of body leanness and thickness accurately identified sex (training AUC = 0.99) and six accurately identified race (training AUC = 0.91) in the sample dataset. Three parameters from a SAM of only body thickness predicted mortality (training AUC = 0.66, validation AUC = 0.62). Further study is warranted to identify specific shape/composition features that predict other health outcomes.",ovid
JOUR,monitoring fracture risk during antiosteoporotic therapy: a retrospective cohort study,DXA only,,"['Nedkova, Mariya', 'Petranova, Tsvetanka', 'Karalilova, Rositsa', 'Batalov, Zguro']",2025,,goog
JOUR,morphometric x-ray absorptiometry: reference data for vertebral dimensions in a population-based sample of young danish men,DXA only,10.1080/02841850410008315,"['Wulff, R', 'KochHolst, A', 'Nielsen, T L', 'Andersen, M', 'Hagen, C', 'Brixen, K']",2004,"PURPOSE: To determine reference values for vertebral heights in healthy young Danish males using morphometric X-ray absorptiometry (MXA)., MATERIAL AND METHODS: A population-based study group of 487 males aged between 20 and 30 years (mean 25 years) from the county of Funen, Denmark, were recruited. Using a Hologic QDR 4500 (dual energy X-ray absorptiometry) DXA-scanner, MXA scans covering the vertebrae from T4 to L4 were acquired for each subject. Anterior (Ha), middle (Hm), and posterior (Hp) heights of the thoracic (T4-T12) and lumbar (L1-L4) vertebral bodies were measured. Moreover, wedge, mid-wedge, crush I, and crush II ratios were calculated., RESULTS: No correlation between vertebral dimensions and crush indices on the one hand and age or weight on the other were found. Body height, however, correlated significantly with the cumulated vertebral heights. Reference data for vertebral dimensions, wedge, mid-wedge, crush I, and crush II are tabulated., CONCLUSION: The anterior, middle, and posterior heights of the vertebral bodies of T4 to L4 can be measured reproducible with MXA. In young men, the cumulative vertebral heights correlated with body height but not with age. Moreover, the wedge and crush indices were unrelated of both age and height.",ovid
JOUR,multicomponent density models for body composition: review of the dual energy x-ray absorptiometry volume approach,DXA only,10.1111/obr.13274,"['Heymsfield, Steven B', 'Smith, Brooke', 'Wong, Michael', 'Bennett, Jonathan', 'Ebbeling, Cara', 'Wong, Julia M W', 'Strauss, Boyd J G', 'Shepherd, John']",2021,"Accurate and precise body composition estimates, notably of total body adiposity, are a vital component of in vivo physiology and metabolic studies. The reference against which other body composition approaches are usually validated or calibrated is the family of methods referred to as multicomponent ""body density"" models. These models quantify three to six components by combining measurements of body mass, body volume, total body water, and osseous mineral mass. Body mass is measured with calibrated scales, volume with underwater weighing or air-displacement plethysmography, total body water with isotope dilution, and osseous mineral mass by dual-energy X-ray absorptiometry. Body density is then calculated for use in model as body mass/volume. Studies over the past decade introduced a new approach to quantifying body volume that relies on dual-energy X-ray absorptiometry measurements, an advance that simplifies multicomponent density model development by eliminating the need for underwater weighing or air-displacement plethysmography systems when these technologies are unavailable and makes these methods more accessible to research and clinical programs. This review critically examines these new dual-energy X-ray approaches for quantifying body volume and density, explores their shortcomings, suggests alternative derivation approaches, and introduces ideas for potential future research studies. Copyright © 2021 World Obesity Federation.",ovid
JOUR,multimorbidity increases risk of osteoporosis under-diagnosis and under-treatment in patients at high fracture risk: 45 and up a prospective population based-study,DXA only,,"['Bliuc, Dana', 'Tran, Thach', 'Alarkawi, Dunia', 'Chen, Weiwen', 'Blank, Robert D', 'Ensrud, Kristine E', 'Blith, Fiona', 'March, Lyn', 'Center, Jacqueline']",2021,,goog
JOUR,new bioelectrical impedance formula for patients with respiratory insufficiency: comparison to dual-energy x-ray absorptiometry,DXA only,10.1183/09031936.98.12040960,"['Kyle, U G', 'Pichard, C', 'Rochat, T', 'Slosman, D O', 'Fitting, J W', 'Thiebaud, D']",1998,"Malnutrition in patients with severe respiratory insufficiency can lead to severe complications, justifying the use of objective nutritional assessment techniques, such as bioelectrical impedance analysis (BIA), which is an easy, noninvasive method of measuring body composition. The purpose of this study was to develop, and validate against dual-energy X-ray absorptiometry (DXA), a BIA formula to predict fat-free mass (FFM) specific for patients with chronic severe respiratory insufficiency. Seventy-five ambulatory patients (15 females and 60 males) with severe chronic respiratory insufficiency (obstructive and restrictive) aged 63.6+/-19.2 yrs (mean+/-SD), in a stable pulmonary and cardiac condition for > or = 2 months, were measured simultaneously with BIA and DXA. Patients younger than 45 yrs of age and with a body mass index > or = 32 kg x m(-2) were excluded. The best-fitting multiple regression equation to predict FFM = -6.06 +/- (height x 0.283) +/- (weight x 0.207) - (resistance x 0.024) +/- (sex (males=1, females=0) x 4.036), gave a correlation coefficient of r=0.952, slope+/-SEM 0.902+/-0.034, standard error of the estimate 1.670, and p<0.0001. The mean difference for FFM was 0.2+/-2.3 kg (mean+/-SD) and percentage fat mass was -0.7+/-3.8%. These results suggest that the bioelectrical impedance analysis formula specific to patients with severe respiratory insufficiency give a better correlation and smaller mean differences than 12 different bioelectrical impedance analysis formulae described in the medical literature. A prediction equation, validated against dual-energy X-ray absorptiometry and based on subjects with similar clinical characteristics, is more applicable to the patients with respiratory insufficiency than a formula developed for healthy subjects.",ovid
JOUR,new point-of-care calcaneal ultrasound densitometer (osteosys beetle) compared to standard dual-energy x-ray absorptiometry (dxa),DXA only,10.1038/s41598-024-56787-8,"['Adami, Giovanni', 'Rossini, Maurizio', 'Gatti, Davide', 'Serpi, Paolo', 'Fabrizio, Christian', 'Lovato, Roberto']",2024,"Dual-energy X-ray absorptiometry (DXA) represents the gold standard for measuring bone mineral density (BMD). However, its size and bulkiness limit its use in mass screening. Portable and easily accessible instruments are more suitable for this purpose. We conducted a study to assess the repeatability, sensitivity, accuracy, and validation of a new ultrasound densitometer for the calcaneus (OsteoSys BeeTLe) compared to standard DXA. BMD (g/cm2) was measured at the femoral and lumbar spine levels using DXA (Discovery Acclaim (Hologic, Waltham, MA, USA) or Lunar Prodigy (GE Healthcare, Madison, WI, USA) devices). Bone Quality Index (BQI, a dimensionless measure of bone quality derived from measures of SOS [Speed Of Sound] and BUA [broadband ultrasound attenuation]) was measured with OsteoSys BeeTLe. The Bland-Altman test and simple linear regression were used to evaluate the association between values measured with the two instruments. Additionally, the ability of the T-score calculated with BeeTLe to identify patients with previous osteoporotic fractures was tested using ROC curves. A total of 201 patients (94.5% females) with a mean age of 62.1 +/- 10.2 were included in the study. The BeeTLe instrument showed a coefficient of variation (CV, in 75 repeated measurements) of 1.21%, which was not statistically different from the CV of DXA (1.20%). We found a significant association between BQI and BMD at the femoral neck (r2 = 0.500, p < 0.0001), total femur (r2 = 0.545, p < 0.0001), and lumbar spine (r2 = 0.455, p < 0.0001). T-scores bias were 0.215 (SD 0.876), 0.021 (SD 0.889) and 0.523 (SD 0.092), for femoral neck, total hip and lumbar spine respectively. AUC for discriminating fracture and non-fractured patients were not significantly different with OsteoSys BeeTLe and standard DXA. In this preliminary study, BeeTLe, a new point-of-care ultrasound densitometer, demonstrated good repeatability and performance similar to DXA. Therefore, its use can be proposed in screening for osteoporosis. Copyright © 2024. The Author(s).",ovid
JOUR,normal dxa bone mineral density but frail cortical bone in turner's syndrome,DXA only,10.1111/j.1365-2265.2007.028,"['Zuckerman-Levin, Nehama', 'Yaniv, Irit', 'Schwartz, Tseela', 'Guttmann, Hadassah', ""Hochberg, Ze'ev""]",2007,"CONTEXT: Patients with Turner's syndrome have normal bone mineral density by dual energy X-ray absorptiometry (DXA), but a predisposition for fractures. Quantitative ultrasonography (QUS) measures cortical bone strength., OBJECTIVE: To compare QUS with DXA in patients with Turner's syndrome., PATIENTS AND METHODS: Twenty-seven Turner's syndrome patients, aged 21.1 +/- 6.3 years (mean +/- SD), were evaluated by DXA, measuring two-dimensional bone mineral density (BMD), and QUS, measuring speed of sound (SOS) of the radius and tibia. The results were compared to sex- and age-matched (Ctr A, n = 53) and height-matched (Ctr B, n = 34) control groups., RESULTS: Fracture incidence per 1000 women years was 4.76 in Ctr A, 5 in Ctr B and 7.69 in Turner's patients. In Turner's syndrome patients, QUS results were significantly lower than in controls, whereas DXA Z-scores were not different from reference values. Correlation between tibia and radius SOS and height and age in controls (P < 0.0001) was not evident in Turner's syndrome. Oestrogen or growth hormone therapy had no effect on either QUS or DXA parameters., CONCLUSIONS: Bone fragility in Turner's syndrome is reflected by low SOS but not by DXA BMD. Low QUS, which assesses the cortical bone only, supports a defect in cortical bone in Turner's syndrome. Lack of SOS correlation with age, height and hormonal therapy in Turner's syndrome suggests a primary bone defect, rather than enhanced resorption of endocrine origin.",ovid
JOUR,nutritional status at diagnosis in children with cancer i. an assessment by dietary recall--compared with body mass index and body composition measured by dual energy x-ray absorptiometry,DXA only,10.1097/MPH.0b013e3181e9e43c,"['Collins, Laura', 'Nayiager, Trishana', 'Doring, Nancy', 'Kennedy, Charlene', 'Webber, Colin', 'Halton, Jacqueline', 'Walker, Scott', 'Sala, Alessandra', 'Barr, Ronald D']",2010,"The nutritional status of children with cancer is clinically important. In an effort to separate the influences of disease and treatment, we studied children at the time of diagnosis. A total of 99 children underwent assessment by 24 hours dietary recall, measurement of body mass index (BMI), and analysis of body composition by dual energy x-ray absorptiometry (DXA scan). The group averages for calorie intake and BMI were close to the median population norms but ranged widely among individuals. As a group the study participants exceeded the Dietary Reference Intake for protein. Nine children (9%) had a BMI <fifth percentile. There were statistically significant but at best moderate correlations between dietary intake and body composition by DXA scan. Twenty-four hours dietary recall may not provide accurate assessment of nutritional status in individual children with cancer at diagnosis. However, DXA scans cannot be undertaken in a timely fashion on all children at this point. Alternative methods of assessment are being explored.",ovid
JOUR,opportunistic screening for osteoporosis using hydroxyapatite measurements of the vertebral by thorax dual-energy spectral ct in postmenopausal females,DXA only,10.1038/s41598-022-26237-4,"['Deng, Lei', 'Yao, Yue', 'Shang, A-Li', 'Du, Tongtong', 'Zhang, Jingbin', 'Yang, Quanxin', 'Li, Jianying', 'Wang, Qian', 'Li, Xiaohui']",2022,"The purpose of this study was to evaluate the feasibility of opportunistic screening for osteoporosis in postmenopausal females using the dual-energy CT(DECT)-derived hydroxyapatite (HAP) concentration and CT value of L1-vertebra. 239 consecutive postmenopausal female patients were enrolled and underwent both chest DECT and Dual energy X-ray absorptiometry (DXA). According to the T-score of the 1st lumbar vertebra on DXA, patients were divided into the osteoporosis group (T [Formula: see text]- 2.5, n = 112) and non-osteoporosis group (T [Formula: see text] - 2.5, n = 127). The HAP values of the 1st lumbar vertebra were measured from the coronal-view HAP(Fat)-based material decomposition(MD) images, and CT values were measured on the 75 keV monochromatic image. The cutoff values of using HAP and CT value for diagnosing osteoporosis were obtained by drawing receiver operating characteristic (ROC) curves. Both HAP and CT value of the 1st lumbar vertebra had moderate-high correlation with bone-mineral-density measurement on DXA (HAP, r = 0.614; CT value, r = 0.625; all p < 0.01). The area-under-the-curve (AUC), sensitivity, specificity, PPV and NPV for diagnosing osteoporosis was 0.754, 0.714, 0.693, 0.68 and 0.752 using HAP (cutoff value: 142.05 mg/cm3) and 0.766, 0.741, 0.7, 0.685 and 0.754 using CT value (cutoff value: 132HU), respectively. HAP measurements on HAP(Fat)-based MD images in DECT could provide reasonably accurate BMD quantification for diagnosing osteoporosis in postmenopausal females. DECT prescribed for lung cancer screening could also provide opportunistic screening for osteoporosis, extending the clinical application of DECT without additional radiation to patients. Copyright © 2022. The Author(s).",ovid
JOUR,osteoporosis in parkinson's disease: relevance of distal radius dual-energy x-ray absorptiometry (dxa) and sarcopenia,DXA only,10.1016/j.jocd.2020.07.001,"['Tan, Yan Jing', 'Lim, Shen-Yang', 'Yong, Voon Wei', 'Choo, Xing Yan', 'Ng, Yi-De', 'Sugumaran, Kavita', 'Md Shah, Mohammad Nazri', 'Raja Aman, Raja Rizal Azman', 'Paramasivam, Sharmila Sunita', 'Mohd Ramli, Norlisah', 'Grossmann, Mathis', 'Tan, Ai Huey']",2021,"Osteoporotic fractures are common in Parkinson's disease (PD). Standard dual-energy X-ray absorptiometry (DXA) measuring bone mineral density (BMD) at the femoral neck and lumbar spine (central sites) has suboptimal sensitivity in predicting fracture risk in the general population. An association between sarcopenia and osteoporosis in PD has not been studied. We compared BMD and osteoporosis prevalence in PD patients vs controls; determined the osteoporosis detection rates using central alone vs central plus distal radius DXA; and analyzed factors (in particular, sarcopenia) associated with osteoporosis. One hundred and fifty-six subjects (102 patients with PD, 54 spousal/sibling controls) underwent femoral neck-lumbar spine-distal radius DXA. Seventy-three patients and 46 controls were assessed for sarcopenia using whole-body DXA and handgrip strength. Patients underwent clinical and serum biochemical evaluations. PD patients had significantly lower body mass index compared to controls. After adjustment for possible confounders, distal radius BMD and T-scores were significantly lower in PD patients compared to controls, but not at the femoral neck/lumbar spine. With distal radius DXA, an additional 11.0% of patients were diagnosed with osteoporosis (32.0% to 43.0%), vs 3.7% in controls (33.3% to 37.0%) additionally diagnosed; this increase was largely driven by the markedly higher detection rate in female PD patients. Female gender (adjusted odds ratio [ORadjusted]?=?11.3, 95% confidence interval [CI]: 2.6–48.6) and sarcopenia (ORadjusted?=?8.4, 95% CI: 1.1–64.9) were independent predictors for osteoporosis in PD. Distal radius DXA increased osteoporosis detection, especially in female PD patients, suggesting that diagnostic protocols for osteoporosis in PD could be optimized. A close association between osteoporosis and sarcopenia was documented for the first time in PD, which has important implications for clinical management and future research.",Scie
JOUR,osteoporosis in pulmonary clinic patients: does point-of-care screening predict central dual-energy x-ray absorptiometry?,DXA only,10.1378/chest.123.6.2012,"['Adler, Robert A', 'Funkhouser, Holly L', 'Petkov, Valentina I', 'Elmore, Belinda L', 'Via, Patricia S', 'McMurtry, Cynthia T', 'Adera, Tilahun']",2003,"STUDY OBJECTIVES: Patients in a pulmonary clinic have disorders that predispose them to osteoporosis and may use glucocorticoid therapy, which has been associated with low bone mineral density (BMD) and increased fracture risk. Ideally, all patients at risk for osteoporosis would be screened using the best test available, which is central BMD by dual-energy x-ray absorptiometry (DXA). We proposed to stratify the risk for osteoporosis by the use of a simple questionnaire and point-of-care heel ultrasound BMD measurements., DESIGN: Cross-sectional screening study., SETTING: Pulmonary clinic in a single Veterans Affairs Medical Center., PATIENTS: Approximately 200 male and female patients who had not had previous BMD testing were eligible for the study, and 107 gave consent., INTERVENTIONS: One hundred seven men (white, 71 men; black, 35 men; and Asian, 1 man) underwent heel BMD testing and filled out a questionnaire. Ninety-eight men underwent a central DXA., RESULTS: Of 98 subjects, 24.5% had a spine, total hip, or femoral neck (FN) T-score of <or= -2.5, which is the generally accepted definition of osteoporosis diagnosed using DXA, and 44.9% had a T-score of <or= -2.0. The best-fit models for predicting FN or total hip BMD included body weight, heel BMD, corticosteroid use for >or= 7 days, and race, which accounted for 52 to 57% of the variance. When a heel ultrasound T-score of -1.0 was tested to predict a central DXA T-score of -2.0, the sensitivity was 61% and the specificity 64%. Adding the questionnaire score and body mass index (BMI) to the heel T-score improved sensitivity but not specificity. Moreover, BMI and age predicted central BMD with similar sensitivity and specificity. Importantly, of 24 patients with a central DXA T-score of <or= -2.5, only 14 were identified by a heel T-score of <or= -1.0., CONCLUSIONS: Although the findings from a heel ultrasound plus the answers to a questionnaire were reasonably good indicators for predicting the presence of low BMD, little predictability was gained over the use of BMI and age. In a group of pulmonary clinic patients, the prevalence of osteoporosis was clinically significant, and central DXA testing was the",ovid
JOUR,"osteoporosis knowledge, health beliefs, and dxa t-scores in men and women 50 years of age and older",DXA only,10.1097/01.NOR.0000284654.68,"['Doheny, Margaret O', 'Sedlak, Carol A', 'Estok, Patricia J', 'Zeller, Richard']",2007,"PURPOSE: To compare the knowledge of osteoporosis, revised health belief model variables (RHBM), and DXA (dual energy x-ray absorptiometry) T-scores among men and women 50 years of age and older., DESIGN: This was a secondary analysis that used 218 healthy community-based women 50 to 65 years of age and 226 healthy community-based men >or=50 years of age. Data for women were collected for 18 months during 2001-2003, and data for men were collected for 18 months during 2004-2006. The variables were knowledge of osteoporosis, RHBM variables (susceptibility, seriousness, benefits and barriers of calcium intake and of exercise, health motivation, self-efficacy of calcium intake and exercise), and DXA T-scores., METHOD: The women and men completed an osteoporosis questionnaire prior to having a DXA screening test. A total of 190 women and 187 men had DXA scans., FINDINGS: More than half of the sample had abnormal bone density scans. Knowledge of osteoporosis was low for women and even lower for men. Seven of the nine health belief variables were associated with gender. Women perceived osteoporosis to be serious and that they were susceptible. Men did not perceive osteoporosis to be serious or that they were susceptible. Men were more health motivated and more confident of their ability to engage in exercise.",ovid
